activity,Uppm,adjwt,basement,floor,pcterr,region,room,typebldg,wave,area,days,month
7.8,1.33728,199.79611,Y,0,4.2,6,4,1,56,STUTSMAN            ND,2,02/1988
1.6,2.56866,1074.0137,Y,0,17.4,9,7,1,37,ALLEGHENY           PA,1,03/1988
0.8,2.00698,671.3581,Y,0,21.2,7,4,2,59,ESSEX               MA,2,03/1988
2.1,3.11518,378.24384,Y,0,16.1,3,2,1,38,MARICOPA            AZ,2,12/1987
9.8,2.37216,322.1076,Y,0,3.5,4,4,1,96,LAWRENCE            PA,2,02/1989
5.4,2.3585,2115.6047,Y,0,6.7,1,4,1,119,CHESTER             PA,0,03/1989
6.6,0.428565,461.62366,Y,0,8.9,3,4,1,37,ANOKA               MN,0,01/1988
1.0,3.11518,364.80402,N,1,18.5,3,2,1,103,MARICOPA            AZ,2,06/1988
1.5,2.04101,626.5646,Y,0,14.2,8,4,1,46,NORFOLK             MA,2,04/1988
2.2,1.70553,183.82793,Y,1,12.8,4,7,1,44,CASS                ND,2,02/1988
3.9,1.98276,426.79886,Y,0,6.8,1,4,1,29,BUCHANAN            MO,1,12/1987
1.0,1.68632,884.216,Y,0,18.9,4,4,1,56,ST LOUIS            MO,0,02/1988
1.2,2.63999,640.196,N,1,15.9,8,0,1,76,LACKAWANNA          PA,0,12/1988
4.8,1.35716,193.5074,Y,0,6.8,6,4,1,82,GRIGGS              ND,0,03/1988
11.5,2.48365,1065.3071,Y,0,4.1,2,2,1,66,LEBANON             PA,2,01/1989
3.9,0.537899,3.371429,N,1,11.5,1,1,1,-1,GRAND TRAVERSE      MI,2,03/1988
1.0,2.13755,195.07153,Unknown,1,34.9,5,0,0,3,HENRY               MO,2,03/1988
19.5,1.41027,1071.318,Y,0,2.8,2,4,1,23,CLAY                MN,2,03/1988
0.6,1.42956,596.0751,Y,0,31.8,10,2,1,6,PLYMOUTH            MA,2,03/1988
3.3,2.20472,807.81647,N,1,6.0,3,1,1,98,HENRY               IN,9,02/1989
1.7,2.5116,625.01996,Y,0,13.6,5,2,1,3,WORCESTER           MA,2,03/1988
8.9,2.84751,341.6855,Y,0,4.1,7,4,1,88,BRADFORD            PA,2,01/1989
34.0,1.72108,443.8437,Y,0,1.9,6,2,1,41,TEXAS               MO,2,01/1988
2.0,2.56866,1060.5416,Y,0,9.9,9,4,1,32,ALLEGHENY           PA,2,03/1988
33.2,2.95083,2157.976,Y,0,4.1,1,4,1,55,BUCKS               PA,2,11/1988
2.9,1.64476,433.3167,Y,1,8.3,5,3,1,31,TRAVERSE            MN,2,12/1987
10.2,2.09744,1074.0137,Y,0,4.5,3,0,1,132,ADAMS               PA,2,03/1989
0.8,1.72085,447.6274,Y,0,22.0,4,2,1,57,FRANKLIN            MO,0,02/1988
11.9,1.38757,213.76418,Y,0,3.4,6,7,1,52,WALSH               ND,0,03/1988
4.4,2.55323,315.78497,Y,0,7.1,4,4,1,131,BEAVER              PA,2,03/1989
1.2,2.84751,320.4678,Y,0,17.2,7,4,1,29,BRADFORD            PA,0,03/1988
0.9,1.01386,507.5626,Y,1,30.7,2,3,1,35,MARSHALL            MN,2,12/1987
2.2,2.45192,675.416,Y,9,17.3,6,4,1,41,CLEARFIELD          PA,2,03/1988
1.2,2.43343,570.61176,Y,0,18.7,6,4,1,105,MIDDLESEX           MA,4,03/1988
0.5,2.61898,320.4678,N,1,60.3,4,2,2,122,BUTLER              PA,2,03/1989
1.9,1.79318,478.26804,Y,0,11.5,1,4,1,21,LAKE                IN,0,12/1987
0.7,2.56866,993.15466,Y,0,43.1,9,4,1,37,ALLEGHENY           PA,2,03/1988
0.8,1.42956,625.01996,Y,0,27.1,10,7,1,86,PLYMOUTH            MA,2,03/1988
3.4,2.10811,430.94482,Unknown,0,5.9,1,0,0,35,JACKSON             MO,10,01/1988
3.5,2.09744,1060.5416,Y,0,6.7,3,4,1,78,ADAMS               PA,2,01/1989
0.9,2.49759,303.79205,Y,0,20.7,2,7,1,10,ALLEN               IN,2,01/1989
46.2,2.49651,1122.8802,Y,0,2.8,2,4,1,122,YORK                PA,2,03/1989
5.0,3.15469,341.6855,Y,0,5.3,7,4,1,41,MONROE              PA,2,03/1988
1.0,0.869524,2.081602,N,1,28.4,1,1,1,-1,KEWEENAW BAY        MI,6,03/1988
1.3,2.56866,993.15466,Y,0,19.5,9,7,1,114,ALLEGHENY           PA,0,03/1989
0.9,1.68632,949.15137,Y,0,24.3,4,7,1,96,ST LOUIS            MO,0,04/1988
1.4,2.71407,147.43077,N,1,27.8,2,3,1,81,MOHAVE              AZ,5,05/1988
0.5,0.869524,2.081602,N,1,0.0,1,1,1,-1,KEWEENAW BAY        MI,0,03/1988
1.2,1.69837,329.47784,Y,0,21.1,1,4,0,114,PORTER              IN,0,03/1989
3.0,0.907991,2314.3652,Y,0,8.0,3,4,1,44,HENNEPIN            MN,2,01/1988
1.7,3.28,1074.0137,Y,0,13.8,10,0,1,126,PHILADELPHIA        PA,2,04/1989
2.1,2.0906,288.8893,N,1,9.3,4,3,1,11,HARRISON            IN,0,01/1989
1.2,2.42466,136.06097,N,1,22.6,1,1,2,28,NAVAJO              AZ,2,12/1987
0.0,3.43326,359.16406,N,1,0.0,3,3,1,82,PIMA                AZ,2,05/1988
0.3,1.79642,443.8437,Unknown,1,0.0,5,0,0,8,BARRY               MO,2,03/1988
7.3,2.19017,926.46497,Y,0,4.2,3,7,1,88,HAMILTON            IN,2,12/1988
0.7,1.30385,288.8893,N,1,36.1,1,3,1,35,LA PORTE            IN,2,01/1988
1.8,1.48399,213.76418,Y,0,13.4,5,2,1,86,WARD                ND,8,03/1988
4.6,1.16237,433.44394,Y,0,7.0,2,0,1,103,ELKHART             IN,2,02/1989
12.7,1.3624,57.05739,Y,0,3.5,1,0,1,56,PEMBINA             ND,0,03/1988
0.7,0.428565,433.3167,Y,0,25.1,3,4,1,36,ANOKA               MN,0,01/1988
2.3,1.79318,433.44394,Y,0,10.1,1,4,1,125,LAKE                IN,2,03/1989
20.7,2.5027,2115.6047,Y,0,2.4,1,4,1,105,BERKS               PA,8,02/1989
5.9,2.1283,589.0869,Y,0,6.5,6,4,1,33,ERIE                PA,7,03/1988
5.3,1.72085,447.6274,Y,0,11.5,4,2,1,21,FRANKLIN            MO,2,12/1987
56.2,2.56866,993.15466,Y,0,1.2,9,4,1,78,ALLEGHENY           PA,0,02/1989
20.3,1.62023,109.027016,Y,0,2.9,4,1,1,56,GRAND FORKS         ND,3,02/1988
4.1,1.16237,433.44394,Y,0,5.8,2,3,1,30,ELKHART             IN,2,12/1987
1.1,3.28,993.15466,Y,0,34.8,10,4,1,78,PHILADELPHIA        PA,2,12/1988
14.3,1.12399,433.44394,N,1,3.2,1,3,1,108,ST JOSEPH           IN,2,03/1989
5.0,0.603508,2.99619,Y,0,7.4,2,4,1,-1,GRAND PORTAGE       MN,2,02/1988
1.5,2.28582,1060.5416,Y,0,14.8,5,4,1,34,CAMBRIA             PA,8,03/1988
0.8,2.53277,351.82404,Unknown,0,23.7,7,0,0,91,PIKE                PA,0,02/1989
2.6,2.74915,351.82404,Unknown,0,10.2,7,0,0,114,SUSQUEHANNA         PA,2,03/1989
3.3,2.63999,538.50464,Y,0,9.0,8,4,1,114,LACKAWANNA          PA,0,04/1989
2.1,1.35716,199.79611,Unknown,0,10.0,6,0,0,86,GRIGGS              ND,2,03/1988
6.4,2.24875,807.81647,N,1,4.5,3,1,1,2,HENDRICKS           IN,0,12/1988
19.1,2.04444,1074.0137,Y,0,3.0,2,7,1,69,DAUPHIN             PA,2,11/1988
6.9,1.99456,589.0869,Y,0,7.5,6,4,1,119,WARREN              PA,2,03/1989
0.8,2.57879,1065.3071,Y,0,35.8,5,3,5,44,WASHINGTON          PA,2,11/1988
1.5,1.42956,625.01996,Y,0,15.1,10,4,1,22,PLYMOUTH            MA,8,03/1988
2.5,2.37492,486.6377,Y,0,12.2,2,4,1,80,HUNTINGTON          IN,2,04/1988
0.8,3.11518,364.80402,N,1,26.7,3,7,1,53,MARICOPA            AZ,2,06/1988
0.9,2.45192,597.212,Y,0,23.5,6,4,1,49,CLEARFIELD          PA,0,11/1988
21.0,2.43343,626.5646,N,1,2.1,6,1,1,50,MIDDLESEX           MA,3,04/1988
11.3,1.36483,1105.9569,Y,1,3.0,5,2,1,31,LAC QUI PARLE       MN,2,12/1987
0.9,1.69837,294.1031,N,1,31.7,1,3,1,32,PORTER              IN,2,01/1988
2.0,1.96648,195.62753,N,1,13.3,1,3,1,86,CASS                MO,2,02/1988
2.0,2.13755,218.51334,Y,0,11.6,5,4,1,78,HENRY               MO,2,02/1988
1.5,2.56866,1074.0137,Y,0,21.4,9,7,1,32,ALLEGHENY           PA,0,04/1988
0.5,1.79318,486.6377,Y,0,0.0,1,0,1,66,LAKE                IN,2,03/1988
1.7,1.73471,438.80835,N,1,10.5,6,3,1,21,SHANNON             MO,2,12/1987
0.6,3.11518,378.24384,Y,0,49.3,3,1,1,96,MARICOPA            AZ,2,06/1988
3.6,2.37618,993.15466,N,1,6.3,5,7,1,68,WESTMORELAND        PA,0,12/1988
3.1,1.61977,625.01996,Y,0,8.9,3,0,1,103,BERKSHIRE           MA,0,04/1988
7.3,2.61898,322.1076,Y,0,5.5,4,4,1,48,BUTLER              PA,0,11/1988
1.2,2.49759,303.79205,Y,0,23.0,2,4,1,55,ALLEN               IN,2,03/1988
6.4,1.70512,109.027016,Y,0,4.9,2,5,1,87,EMMONS              ND,7,03/1988
1.2,2.37005,481.44348,N,1,14.7,2,3,1,60,WELLS               IN,0,03/1988
4.2,0.907991,2179.5032,Unknown,0,6.3,3,0,0,46,HENNEPIN            MN,2,01/1988
2.4,0.910987,921.8649,Y,0,11.1,2,7,1,40,MORRISON            MN,2,01/1988
2.5,1.66622,789.0981,Y,0,11.5,4,4,1,42,ST LOUIS CITY       MO,2,01/1988
2.6,1.91522,62.80399,N,1,14.7,1,1,1,39,STARK               ND,2,02/1988
0.6,2.24875,1020.6714,N,1,49.5,3,2,1,69,HENDRICKS           IN,2,03/1988
2.1,1.9036,426.79886,Y,0,13.0,2,4,1,91,CHARITON            MO,2,03/1988
1.2,2.17969,807.81647,Unknown,1,19.3,3,3,1,55,MARION              IN,2,04/1988
15.7,2.61454,1065.3071,N,1,2.9,5,1,1,33,INDIANA             PA,2,03/1988
4.7,2.10811,430.94482,Y,0,5.3,1,2,1,63,JACKSON             MO,0,02/1988
2.8,3.43326,363.43207,N,1,9.1,3,7,1,36,PIMA                AZ,9,01/1988
1.1,1.79318,433.44394,N,1,17.9,1,2,1,95,LAKE                IN,0,02/1989
0.4,3.11518,364.80402,N,1,0.0,3,3,1,34,MARICOPA            AZ,8,12/1987
6.3,2.67869,606.68567,Y,0,5.0,8,7,1,78,LUZERNE             PA,2,12/1988
3.0,1.66622,949.15137,Y,0,7.9,4,4,1,81,ST LOUIS CITY       MO,0,03/1988
0.2,2.01841,147.43077,N,1,0.0,1,3,1,121,COCONINO            AZ,0,07/1988
2.0,2.40633,147.43077,N,1,11.8,2,2,1,42,GRAHAM              AZ,0,01/1988
1.0,0.552472,8.726667,Y,0,18.6,2,2,1,-1,RED LAKE            MN,2,03/1988
0.0,1.69334,625.01996,Y,0,0.0,2,4,1,105,FRANKLIN            MA,4,03/1988
1.8,3.11518,364.9583,N,1,12.7,3,2,1,44,MARICOPA            AZ,9,01/1988
3.1,0.622088,471.3662,Y,0,8.1,1,4,1,28,ST LOUIS            MN,2,12/1987
1.0,1.66622,884.216,Y,0,28.4,4,4,1,80,ST LOUIS CITY       MO,2,02/1988
1.2,1.68632,789.0981,Unknown,0,30.3,4,7,1,87,ST LOUIS            MO,2,02/1988
1.3,1.77261,426.79886,N,1,13.5,5,1,1,33,POLK                MO,2,01/1988
0.6,2.74915,315.78497,N,1,28.8,7,3,1,25,SUSQUEHANNA         PA,0,03/1988
5.3,1.14577,183.82793,Y,0,6.8,6,4,3,66,CAVALIER            ND,1,03/1988
5.2,3.43326,378.24384,N,1,10.2,3,1,1,116,PIMA                AZ,0,07/1988
1.0,1.77261,443.8437,N,1,25.6,5,1,1,85,POLK                MO,2,02/1988
2.4,2.43343,579.39685,Y,0,10.8,6,4,1,78,MIDDLESEX           MA,2,03/1988
2.2,0.658327,2119.3962,Y,0,12.3,3,4,1,31,RAMSEY              MN,3,12/1987
4.3,1.70553,192.26389,Y,0,6.5,4,2,1,36,CASS                ND,1,03/1988
1.6,0.658327,2119.3962,Y,1,19.8,3,1,2,26,RAMSEY              MN,2,12/1987
0.2,2.01841,147.43077,N,1,0.0,1,3,1,119,COCONINO            AZ,2,07/1988
2.2,1.90071,1074.0137,Y,0,22.6,5,4,1,39,SOMERSET            PA,2,03/1988
1.6,2.17261,195.62753,N,1,16.0,6,3,1,41,ST FRANCOIS         MO,2,01/1988
4.3,2.4165,1065.3071,Y,0,8.8,3,4,1,69,LYCOMING            PA,2,11/1988
19.0,2.55323,351.82404,Y,0,3.0,4,0,1,101,BEAVER              PA,9,02/1989
0.7,2.04101,559.8317,Y,0,40.9,8,2,1,90,NORFOLK             MA,2,03/1988
2.4,1.51247,199.79611,N,1,13.8,2,2,1,87,MCLEAN              ND,2,03/1988
1.9,1.96705,596.0751,Y,0,19.8,4,0,1,87,HAMPDEN             MA,2,03/1988
1.1,2.27287,1065.3071,Y,0,22.5,3,4,1,67,SCHUYLKILL          PA,2,11/1988
0.5,2.17261,195.62753,N,1,0.0,6,1,1,56,ST FRANCOIS         MO,2,02/1988
7.8,1.83885,893.34094,Y,0,3.8,4,2,1,39,ST CHARLES          MO,2,01/1988
3.6,2.08563,195.62753,Y,0,6.1,1,4,1,31,LAFAYETTE           MO,2,01/1988
1.4,2.04177,475.38745,Y,0,10.4,4,4,1,56,FLOYD               IN,2,03/1988
12.9,1.62023,110.44374,Y,0,7.3,4,4,1,30,GRAND FORKS         ND,3,02/1988
1.9,3.11518,364.80402,N,1,11.1,3,1,1,62,MARICOPA            AZ,0,03/1988
0.9,2.3866,359.16406,N,1,19.6,2,3,1,57,GILA                AZ,2,02/1988
2.3,1.30385,294.1031,Y,0,11.2,1,4,1,29,LA PORTE            IN,0,01/1988
1.5,2.021,959.2521,N,1,14.6,5,3,1,68,PARKE               IN,2,03/1988
0.2,2.43343,625.01996,Y,0,0.0,6,4,2,68,MIDDLESEX           MA,2,03/1988
0.7,3.11518,364.80402,N,1,38.9,3,1,1,107,MARICOPA            AZ,2,06/1988
6.8,1.8278,47.1,Y,0,5.3,1,2,1,22,GRANT               ND,2,02/1988
3.5,2.04101,559.8317,Y,0,8.8,8,4,1,1,NORFOLK             MA,1,03/1988
0.8,2.34707,364.80402,N,1,43.7,3,3,1,64,COCHISE             AZ,2,03/1988
4.0,2.45192,710.8264,Y,0,7.2,6,4,1,94,CLEARFIELD          PA,0,02/1989
0.9,1.96648,195.62753,Y,0,22.1,1,1,1,83,CASS                MO,2,02/1988
0.8,0.0,596.0751,Y,0,33.1,11,2,1,4,SUFFOLK             MA,2,03/1988
0.5,3.39032,363.43207,N,1,0.0,3,1,1,108,YUMA                AZ,2,06/1988
1.1,2.49759,292.21954,Y,0,21.4,2,1,1,21,ALLEN               IN,2,12/1987
3.1,2.43343,628.9107,Y,0,8.8,6,4,2,76,MIDDLESEX           MA,2,03/1988
9.1,0.976144,461.62366,Y,0,4.3,3,2,1,34,DAKOTA              MN,2,12/1987
7.2,1.85971,57.05739,Y,0,6.0,1,4,1,84,HETTINGER           ND,0,03/1988
0.9,0.622088,4.746411,N,1,27.0,2,1,1,-1,BOIS FORTE          MN,2,03/1988
2.2,2.24475,710.8264,Y,0,12.7,6,7,1,88,MERCER              PA,2,01/1989
2.4,2.27287,993.15466,Y,0,8.6,3,4,1,126,SCHUYLKILL          PA,2,03/1989
8.4,2.1283,589.0869,Y,0,4.9,6,4,1,139,ERIE                PA,2,03/1989
15.1,2.2372,292.21954,Y,0,2.3,2,4,1,114,MIAMI               IN,0,03/1989
5.8,2.61898,341.6855,Y,0,5.6,4,7,1,72,BUTLER              PA,8,12/1988
2.1,1.12399,433.44394,Y,0,9.1,1,4,1,77,ST JOSEPH           IN,2,04/1988
1.5,1.88461,896.2607,N,1,13.8,6,3,1,29,SCOTT               MO,9,01/1988
2.0,1.90071,1122.8802,Unknown,0,20.5,5,0,0,98,SOMERSET            PA,4,02/1989
1.8,1.68632,893.34094,Y,0,10.3,4,7,1,62,ST LOUIS            MO,0,02/1988
0.1,0.799068,5.439952,Y,0,0.0,4,1,1,-1,LAC COURTE OREILLES WI,7,03/1988
1.4,1.88689,486.6377,N,1,20.2,1,1,1,67,WHITE               IN,2,03/1988
32.6,2.61898,322.1076,Y,0,2.1,4,4,1,64,BUTLER              PA,2,11/1988
2.0,1.58091,433.44394,N,1,17.4,2,3,1,85,KOSCIUSKO           IN,2,04/1988
3.8,1.83228,218.51334,Y,0,11.8,3,4,1,39,HOWARD              MO,2,01/1988
0.5,2.22498,1020.6714,N,1,0.0,3,1,1,73,GRANT               IN,0,04/1988
3.9,1.12399,475.38745,Unknown,0,14.3,1,0,0,67,ST JOSEPH           IN,2,03/1988
2.0,1.42956,649.2395,Y,0,9.5,10,4,1,99,PLYMOUTH            MA,4,03/1988
3.6,1.82855,807.81647,Y,0,8.6,3,4,1,76,OHIO                IN,0,04/1988
3.3,2.04444,1074.0137,Y,0,8.3,2,2,1,73,DAUPHIN             PA,0,12/1988
1.8,2.43343,570.61176,Unknown,9,49.5,6,0,0,32,MIDDLESEX           MA,2,03/1988
13.2,1.85971,52.79145,Y,0,3.1,1,2,1,24,HETTINGER           ND,2,02/1988
1.0,0.421763,8.313953,Y,0,22.7,1,4,1,-1,SAULT ST. MARIE     MI,8,03/1988
2.7,2.95083,2059.0518,Y,0,8.9,1,4,1,90,BUCKS               PA,2,01/1989
1.7,2.00698,695.08405,Y,0,11.9,7,4,1,98,ESSEX               MA,0,04/1988
0.9,3.11518,364.80402,N,1,28.7,3,2,5,104,MARICOPA            AZ,2,06/1988
2.9,1.70512,102.850044,Y,0,15.6,2,2,1,72,EMMONS              ND,2,02/1988
1.7,2.3866,364.9583,N,1,12.0,2,1,1,92,GILA                AZ,4,06/1988
3.3,1.70553,182.27359,Y,0,15.2,4,2,2,57,CASS                ND,0,03/1988
0.4,1.42956,579.39685,Y,0,0.0,10,2,1,40,PLYMOUTH            MA,2,03/1988
0.5,2.71407,147.43077,N,1,0.0,2,7,1,4,MOHAVE              AZ,5,04/1988
3.2,3.11518,378.24384,N,1,9.8,3,3,1,76,MARICOPA            AZ,2,04/1988
0.5,0.869524,2.081602,Y,0,33.3,1,4,1,-1,KEWEENAW BAY        MI,0,03/1988
2.2,2.25931,329.47784,Y,1,12.1,4,1,1,52,LAWRENCE            IN,2,03/1988
24.8,2.05186,1060.5416,Y,0,2.2,2,2,1,123,CUMBERLAND          PA,2,03/1989
1.5,3.11518,364.9583,N,1,30.3,3,3,1,44,MARICOPA            AZ,10,01/1988
0.3,0.421763,8.313953,N,1,0.0,1,3,1,-1,SAULT ST. MARIE     MI,8,03/1988
0.6,0.896613,4.761628,Y,1,46.6,4,3,1,-1,WISCONSIN WINNEBAGO WI,2,02/1988
8.3,1.99456,664.7248,Y,0,4.1,6,0,1,121,WARREN              PA,0,03/1989
0.9,3.11518,364.80402,N,1,31.9,3,1,1,54,MARICOPA            AZ,2,03/1988
1.1,2.56866,1060.5416,Y,0,16.6,9,4,1,68,ALLEGHENY           PA,0,12/1988
3.4,2.3585,2133.4246,Y,0,6.9,1,4,1,130,CHESTER             PA,2,03/1989
37.1,2.49651,1122.8802,Unknown,0,1.8,2,0,1,30,YORK                PA,0,04/1988
3.7,1.96705,579.39685,Y,0,12.0,4,4,1,84,HAMPDEN             MA,0,04/1988
19.9,2.67972,1065.3071,Y,0,2.3,2,4,1,62,LANCASTER           PA,0,12/1988
4.2,0.717261,1146.4991,Y,0,6.5,5,2,1,25,CARLTON             MN,2,12/1987
7.0,1.70553,173.80853,Y,0,5.6,4,4,1,86,CASS                ND,0,03/1988
9.9,1.70553,183.82793,Y,0,3.3,4,2,1,78,CASS                ND,2,02/1988
3.3,0.862876,471.3662,Y,0,6.9,3,4,1,41,WASHINGTON          MN,2,02/1988
1.1,2.17814,478.26804,Y,0,19.8,5,0,1,105,WARRICK             IN,2,02/1989
3.2,2.01841,150.24512,N,1,13.9,1,1,1,43,COCONINO            AZ,1,01/1988
8.9,1.54905,213.76418,Unknown,0,8.8,5,0,0,27,BURLEIGH            ND,0,02/1988
0.7,0.0,625.01996,Y,0,24.0,1,0,1,103,BARNSTABLE          MA,2,04/1988
2.5,1.58091,486.6377,Unknown,1,12.8,2,0,0,77,KOSCIUSKO           IN,2,04/1988
0.7,3.11518,378.24384,Unknown,9,53.2,3,0,0,88,MARICOPA            AZ,0,06/1988
1.4,2.56866,1060.5416,N,1,19.3,9,2,1,86,ALLEGHENY           PA,2,01/1989
0.9,1.66622,949.15137,Y,0,18.7,4,4,1,5,ST LOUIS CITY       MO,2,03/1988
2.5,1.77863,56.84945,Y,0,8.3,1,2,1,42,MORTON              ND,2,02/1988
2.6,3.11518,364.80402,N,1,10.5,3,1,1,61,MARICOPA            AZ,1,03/1988
1.9,1.30385,292.21954,N,1,11.8,1,1,1,56,LA PORTE            IN,2,03/1988
14.9,0.907991,2314.3652,Y,0,3.0,3,4,1,34,HENNEPIN            MN,2,12/1987
1.6,1.91522,53.39241,Y,0,11.6,1,2,1,63,STARK               ND,2,02/1988
3.3,1.54905,213.76418,Y,0,7.5,5,1,1,49,BURLEIGH            ND,4,02/1988
0.9,2.30591,1020.6714,N,1,31.3,3,2,1,30,HOWARD              IN,2,01/1988
6.4,1.77863,62.80399,Y,0,5.1,1,4,2,82,MORTON              ND,7,03/1988
7.1,1.34533,57.41818,Y,0,4.4,6,4,1,79,NELSON              ND,0,03/1988
5.0,0.976144,485.43594,Y,0,8.3,3,2,1,44,DAKOTA              MN,2,01/1988
44.2,2.3585,2133.4246,Y,0,2.2,1,4,1,47,CHESTER             PA,0,11/1988
2.5,1.41027,990.41156,N,1,11.4,2,3,1,36,CLAY                MN,2,01/1988
9.1,1.62023,106.26117,Y,0,4.4,4,7,1,67,GRAND FORKS         ND,0,03/1988
8.1,0.976144,485.43594,Y,0,3.4,3,4,2,48,DAKOTA              MN,8,02/1988
3.1,1.16237,478.26804,Y,0,7.9,2,4,1,65,ELKHART             IN,2,03/1988
2.6,2.09233,183.07762,Y,0,13.7,1,1,1,31,CLAY                MO,2,01/1988
1.3,2.10811,430.94482,Y,0,17.4,1,4,1,98,JACKSON             MO,0,04/1988
1.8,1.42956,579.39685,Y,0,13.6,10,7,1,110,PLYMOUTH            MA,2,04/1988
0.4,2.42466,128.78497,N,1,0.0,1,1,1,123,NAVAJO              AZ,0,07/1988
25.4,1.15076,990.41156,Y,1,2.0,5,3,1,39,MCLEOD              MN,2,01/1988
3.7,1.3667,102.850044,Y,0,17.3,4,4,1,82,SARGENT             ND,8,03/1988
1.3,2.5116,579.39685,Y,0,12.7,5,2,1,65,WORCESTER           MA,2,03/1988
3.8,2.20395,807.81647,Y,0,8.3,3,0,1,22,WAYNE               IN,0,02/1988
3.5,2.43343,570.61176,Y,0,7.7,6,2,1,72,MIDDLESEX           MA,2,03/1988
7.2,2.55323,322.1076,Y,0,6.2,4,4,1,116,BEAVER              PA,0,03/1989
0.0,2.71407,147.43077,N,1,0.0,2,3,1,78,MOHAVE              AZ,2,04/1988
1.8,1.79318,292.21954,N,1,13.3,1,1,1,37,LAKE                IN,1,01/1988
0.3,2.99849,364.9583,N,1,0.0,3,7,1,117,PINAL               AZ,2,07/1988
1.1,2.13755,195.07153,N,1,26.5,5,1,1,79,HENRY               MO,2,02/1988
0.4,3.11518,359.16406,N,1,0.0,3,1,1,126,MARICOPA            AZ,0,07/1988
5.5,0.530789,1071.318,Y,0,6.6,2,4,1,30,CROW WING           MN,2,12/1987
1.3,3.11518,359.16406,N,1,27.8,3,3,1,39,MARICOPA            AZ,2,12/1987
1.4,1.01386,348.04294,N,1,15.6,2,3,1,2,MARSHALL            MN,2,02/1988
1.5,1.85438,48.82277,Y,0,9.8,2,4,1,53,DUNN                ND,2,02/1988
0.4,1.68913,641.183,Y,0,0.0,9,4,1,51,BRISTOL             MA,2,03/1988
3.1,2.10811,447.6274,Y,0,10.6,1,4,1,56,JACKSON             MO,2,02/1988
36.8,1.37774,110.44374,Y,0,2.0,3,1,1,46,TOWNER              ND,2,03/1988
1.4,1.39637,106.26117,Y,0,19.7,3,4,2,86,BOTTINEAU           ND,8,03/1988
20.9,1.38757,62.80399,Y,0,2.2,6,4,1,47,WALSH               ND,2,02/1988
0.8,3.11518,378.24384,N,1,99.5,3,2,1,47,MARICOPA            AZ,2,01/1988
7.1,2.4165,1074.0137,Y,0,4.1,3,4,1,43,LYCOMING            PA,2,04/1988
2.6,1.91522,55.90113,N,1,6.8,1,3,1,70,STARK               ND,2,02/1988
11.2,1.62023,110.44374,Y,0,3.7,4,4,1,40,GRAND FORKS         ND,1,02/1988
1.4,1.70553,192.26389,N,1,16.7,4,2,1,53,CASS                ND,0,03/1988
1.0,2.17261,223.91988,N,1,19.6,6,1,1,29,ST FRANCOIS         MO,2,12/1987
1.7,1.79318,486.6377,Y,0,12.9,1,4,2,56,LAKE                IN,2,03/1988
2.9,1.77863,62.80399,Y,0,7.4,1,3,1,60,MORTON              ND,3,02/1988
15.4,2.14807,294.1031,Y,0,2.6,4,2,1,118,WASHINGTON          IN,2,03/1989
6.5,1.16237,475.38745,Y,0,4.1,2,4,1,117,ELKHART             IN,2,03/1989
2.3,2.04101,649.2395,Y,0,9.6,8,4,1,103,NORFOLK             MA,4,03/1988
3.4,1.82664,641.183,Y,0,11.6,2,4,1,76,HAMPSHIRE           MA,0,04/1988
6.1,1.82169,102.850044,Y,0,6.4,2,4,1,24,MCKENZIE            ND,2,02/1988
2.2,2.35471,589.0869,Y,0,10.3,6,4,1,42,CRAWFORD            PA,3,03/1988
2.3,2.04444,1065.3071,Y,0,17.7,2,4,1,84,DAUPHIN             PA,2,01/1989
13.5,2.10811,430.94482,N,1,3.4,1,3,1,98,JACKSON             MO,11,04/1988
1.7,1.57138,426.79886,N,1,11.8,3,2,1,43,CAMDEN              MO,2,01/1988
0.4,3.11518,363.43207,N,1,0.0,3,2,1,97,MARICOPA            AZ,2,06/1988
70.1,2.40263,322.1076,Y,0,1.4,7,4,1,119,TIOGA               PA,8,03/1989
1.1,2.99849,359.16406,N,1,22.2,3,3,1,106,PINAL               AZ,2,06/1988
1.2,3.43326,378.24384,N,1,21.4,3,3,1,8,PIMA                AZ,0,05/1988
1.0,2.56866,1122.8802,Y,0,22.5,9,2,1,103,ALLEGHENY           PA,2,03/1989
8.8,2.08563,223.91988,Y,0,6.2,1,4,1,63,LAFAYETTE           MO,0,02/1988
2.3,3.43326,364.9583,N,1,12.4,3,1,1,79,PIMA                AZ,2,04/1988
1.1,1.90071,1122.8802,Y,1,23.8,5,7,1,23,SOMERSET            PA,3,02/1988
6.0,1.46313,1146.4991,Y,0,4.3,5,4,1,30,RENVILLE            MN,0,02/1988
2.1,2.06239,211.50511,N,1,12.3,4,1,1,89,CLARK               IN,2,12/1988
0.8,3.11518,378.24384,N,1,32.5,3,3,1,4,MARICOPA            AZ,2,04/1988
2.4,1.16237,478.26804,Y,0,13.6,2,4,1,74,ELKHART             IN,4,05/1988
1.6,1.57942,993.15466,Y,0,10.6,3,4,2,21,MIFFLIN             PA,2,02/1988
2.1,2.01841,128.78497,N,1,12.9,1,3,1,55,COCONINO            AZ,2,02/1988
0.9,3.11518,364.9583,N,1,23.3,3,1,1,106,MARICOPA            AZ,2,06/1988
